id;no_need;name;abbreviated_name;is_abbreviated;position;n_honor;is_department;year;ministry;royal_honor
6467;Ove Holger Nielsen;Ove Holger Nielsen;O. H. Nielsen;FALSE;fuldmægtig;0;TRUE;1930;søfart_fiskeri;FALSE
6468;Jacob Emil Andreas Krogh;Jacob Emil Andreas Krogh;J. E. A. Krogh;FALSE;kontorchef;0;TRUE;1930;søfart_fiskeri;FALSE
6469;OveFrederikKrarup,;Ove Frederik Krarup;O. F. Krarup;FALSE;fuldmægtig;0;TRUE;1922;justitsministeriet;FALSE
6470;L. N. H vidt;L. N. Hvidt;L. N. Hvidt;TRUE;kontorchef;1;TRUE;1922;justitsministeriet;TRUE
6471;V. Giese;V. Giese;V. Giese;TRUE;kontorchef;1;TRUE;1922;justitsministeriet;TRUE
6472;Otto Em il Frederik Borch Bilfeldt;Otto Emil Frederik Borch Bilfeldt;O. E. F. B. Bilfeldt;FALSE;kontorchef;0;TRUE;1922;justitsministeriet;FALSE
6473;Victor Hansen;Victor Hansen;V. Hansen;FALSE;fuldmægtig;0;TRUE;1922;justitsministeriet;FALSE
6474;Edele Elisa Minona Ussing;Edele Elisa Minona Ussing;E. E. M. Ussing;FALSE;fuldmægtig;0;TRUE;1922;justitsministeriet;FALSE
6475;Thomas Frølund;Thomas Frølund;T. Frølund;FALSE;fuldmægtig;0;TRUE;1922;justitsministeriet;FALSE
6476;A. Svendsen;A. Svendsen;A. Svendsen;TRUE;kontorchef;1;TRUE;1922;justitsministeriet;TRUE
6477;Hans Preisler Knudsen;Hans Preisler Knudsen;H. P. Knudsen;FALSE;fuldmægtig;0;TRUE;1922;justitsministeriet;FALSE
6478;Asbjørn Drachmann Bentzon;Asbjørn Drachmann Bentzon;A. D. Bentzon;FALSE;fuldmægtig;0;TRUE;1922;justitsministeriet;FALSE
6479;Frederik Lucas;Frederik Lucas;F. Lucas;FALSE;fuldmægtig;0;TRUE;1922;justitsministeriet;FALSE
6480;Christian Magdalus Jespersen;Christian Magdalus Jespersen;C. M. Jespersen;FALSE;fuldmægtig;0;TRUE;1922;justitsministeriet;FALSE
6481;S. E. Thomsen;S. E. Thomsen;S. E. Thomsen;TRUE;kontorchef;1;TRUE;1922;justitsministeriet;TRUE
6482;F C. G. Schrøder;F. C. G. Schrøder;F. C. G. Schrøder;TRUE;departementschef;1;TRUE;1922;justitsministeriet;TRUE
6483;Carl Basmus Nielsen;Carl Rasmus Nielsen;C. R. Nielsen;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6484;Svend Johan Lange;Svend Johan Lange;S. J. Lange;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6485;Johannes Andreas Balslev;Johannes Andreas Balslev;J. A. Balslev;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6486;Knud Nielsen;Knud Nielsen;K. Nielsen;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6487;Nicolai Edinger Balle;Nicolai Edinger Balle;N. E. Balle;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6488;Daniel Peter Otzen,;Daniel Peter Otzen;D. P. Otzen;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6489;Carl Georg Ostenfeld Birk;Carl Georg Ostenfeld Birk;C. G. O. Birk;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6490;Johannes Eivens;Johannes Eivens;J. Eivens;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6491;Niels Peter Hansen;Niels Peter Hansen;N. P. Hansen;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6492;Herluf Trolle Christensen,;Herluf Trolle Christensen;H. T. Christensen;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6493;Svend Olaf Eduard Andersen,;Svend Olaf Eduard Andersen;S. O. E. Andersen;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6494;Einer Andersen;Einer Andersen;E. Andersen;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6495;K. Hendriksen;K. Hendriksen;K. Hendriksen;TRUE;kontorchef;1;FALSE;1932;landbrugsministeriet;TRUE
6496;Herluf Trolle Heering,;Herluf Trolle Heering;H. T. Heering;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6497;Hans Johannes Windfeld;Hans Johannes Windfeld;H. J. Windfeld;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6498;F.D. Møller;F. D. Møller;F. D. Møller;TRUE;kontorchef;1;FALSE;1932;landbrugsministeriet;TRUE
6499;C. C. Dideriksen;C. C. Dideriksen;C. C. Dideriksen;TRUE;kontorchef;1;FALSE;1932;landbrugsministeriet;TRUE
6500;J. Sørensen;J. Sørensen;J. Sørensen;TRUE;departementschef;1;FALSE;1932;landbrugsministeriet;TRUE
6501;Jens Christian Mogensen;Jens Christian Mogensen;J. C. Mogensen;FALSE;fuldmægtig;0;FALSE;1932;landbrugsministeriet;FALSE
6502;K. Preben;K. Preben;K. Preben;TRUE;kontorchef;1;FALSE;1932;landbrugsministeriet;TRUE
6503;V.Helsted;V. Helsted;V. Helsted;TRUE;departementschef;2;FALSE;1932;landbrugsministeriet;TRUE
6504;Bengt Sophus Dinesen;Bengt Sophus Dinesen;B. S. Dinesen;FALSE;fuldmægtig;0;TRUE;1932;landbrugsministeriet;FALSE
6505;SvendKarl Jacob Kinch;Svend Karl Jacob Kinch;S. K. J. Kinch;FALSE;fuldmægtig;0;TRUE;1932;landbrugsministeriet;FALSE
6506;J. W. Wilcke;J. W. Wilcke;J. W. Wilcke;TRUE;kontorchef;1;TRUE;1932;landbrugsministeriet;TRUE
6507;Otto Heinrich Urban Petersen,;Otto Heinrich Urban Petersen;O. H. U. Petersen;FALSE;fuldmægtig;0;TRUE;1932;landbrugsministeriet;FALSE
6508;L. P. Larsen;L. P. Larsen;L. P. Larsen;TRUE;kontorchef;1;TRUE;1932;landbrugsministeriet;TRUE
6509;G. II. Waage;G. II. Waage;G. II. Waage;TRUE;departementschef;1;TRUE;1932;landbrugsministeriet;TRUE
6510;V. E. M. Peterson;V. E. M. Peterson;V. E. M. Peterson;TRUE;kontorchef;1;TRUE;1891;justitsministeriet;TRUE
6511;Peter Nicolai Rentzmann,;Peter Nicolai Rentzmann;P. N. Rentzmann;FALSE;fuldmægtig;0;TRUE;1891;justitsministeriet;FALSE
6512;F. A. P. Frydensberg;F. A. P. Frydensberg;F. A. P. Frydensberg;TRUE;kontorchef;1;TRUE;1891;justitsministeriet;TRUE
6513;C. S. Hanssen,;C. S. Hanssen;C. S. Hanssen;TRUE;fuldmægtig;0;TRUE;1891;justitsministeriet;FALSE
6514;Cato Spang Hanssen,;Cato Spang Hanssen;C. S. Hanssen;FALSE;fuldmægtig;0;TRUE;1891;justitsministeriet;FALSE
6515;Carl Gregers Schack,;Carl Gregers Schack;C. G. Schack;FALSE;fuldmægtig;0;TRUE;1891;justitsministeriet;FALSE
6516;Edvard Daniel Theodor Hvidt;Edvard Daniel Theodor Hvidt;E. D. T. Hvidt;FALSE;kontorchef;0;TRUE;1891;justitsministeriet;FALSE
6517;C. F. Ricard;C. F. Ricard;C. F. Ricard;TRUE;departementschef;3;TRUE;1891;justitsministeriet;TRUE
6518;Hans Peter Koefoed M o l l er;Hans Peter Koefoed Moller;H. P. K. Moller;FALSE;kontorchef;0;TRUE;1854;justitsministeriet;FALSE
6519;Vilhelm.Emil Mathias Peterson;Vilhelm Emil Mathias Peterson;V. E. M. Peterson;FALSE;fuldmægtig;0;TRUE;1854;justitsministeriet;FALSE
6520;Ludvig Waldemar Severin;Ludvig Waldemar Severin;L. W. Severin;FALSE;fuldmægtig;0;TRUE;1854;justitsministeriet;FALSE
6521;Andreas Johan. Skibsted;Andreas Johan Skibsted;A. J. Skibsted;FALSE;kontorchef;0;TRUE;1854;justitsministeriet;FALSE
6522;C. D. Lunn;C. D. Lunn;C. D. Lunn;TRUE;departementschef;1;TRUE;1854;justitsministeriet;TRUE
6523;Wilhelm Christian FriesS;Wilhelm Christian Friess;W. C. Friess;FALSE;fuldmægtig;1;TRUE;1854;justitsministeriet;TRUE
6524;Joseph Carl Solden feldt;Joseph Carl Soldenfeldt;J. C. Soldenfeldt;FALSE;kontorchef;0;TRUE;1854;justitsministeriet;FALSE
6525;Oluf Christian Adolph W in ge;Oluf Christian Adolph Winge;O. C. A. Winge;FALSE;fuldmægtig;0;TRUE;1854;justitsministeriet;FALSE
6526;Peter Lauritz Peterson;Peter Lauritz Peterson;P. L. Peterson;FALSE;kontorchef;0;TRUE;1854;justitsministeriet;FALSE
6527;Christian Adrian Jansen,;Christian Adrian Jansen;C. A. Jansen;FALSE;fuldmægtig;0;TRUE;1854;justitsministeriet;FALSE
6528;Carl Wilhelm L a u tru p;Carl Wilhelm Lautrup;C. W. Lautrup;FALSE;kontorchef;0;TRUE;1854;justitsministeriet;FALSE
6529;Peter Henrik Boye;Peter Henrik Boye;P. H. Boye;FALSE;fuldmægtig;0;TRUE;1854;justitsministeriet;FALSE
6530;A. M ö lle r ,;A. Møller;A. Møller;TRUE;departementschef;1;TRUE;1854;justitsministeriet;TRUE
6531;Stephan Linnem ann;Stephan Linnemann;S. Linnemann;FALSE;fuldmægtig;0;TRUE;1854;justitsministeriet;FALSE
6532;Frederik Christian Bech,;Frederik Christian Bech;F. C. Bech;FALSE;kontorchef;0;TRUE;1854;justitsministeriet;FALSE
6533;F.C.E.Dahlstrom ;F. C. E. Dahlstrom;F. C. E. Dahlstrom;TRUE;departementschef;1;TRUE;1854;justitsministeriet;TRUE
6534;Arvid Børdam,;Arvid Børdam;A. Børdam;FALSE;fuldmægtig;0;TRUE;1926;finansministeriet;FALSE
6535;Viggo Sophus Koppel,;Viggo Sophus Koppel;V. S. Koppel;FALSE;kontorchef;0;TRUE;1926;finansministeriet;FALSE
6536;Erik Mangor;Erik Mangor;E. Mangor;FALSE;fuldmægtig;0;TRUE;1926;finansministeriet;FALSE
6537;Axel Bohn;Axel Bohn;A. Bohn;FALSE;fuldmægtig;0;TRUE;1926;finansministeriet;FALSE
6538;C. A. S. Neergaard-Petersen;C. A. S. Neergaard-Petersen;C. A. S. Neergaard-Petersen;TRUE;kontorchef;1;TRUE;1926;finansministeriet;TRUE
6539;Herhtf Meilsøe Rahbek,;Herhtf Meilsøe Rahbek;H. M. Rahbek;FALSE;fuldmægtig;0;TRUE;1926;finansministeriet;FALSE
6540;C. F.V. S. Nyholm;C. F. V. S. Nyholm;C. F. V. S. Nyholm;TRUE;fuldmægtig;1;TRUE;1926;finansministeriet;TRUE
6541;E. V. M. S. von der Hude;E. V. M. S. von der Hude;E. V. M. S. v. d. Hude;TRUE;kontorchef;1;TRUE;1926;finansministeriet;TRUE
6542;Johannes Raun Byberg,;Johannes Raun Byberg;J. R. Byberg;FALSE;fuldmægtig;0;TRUE;1926;finansministeriet;FALSE
6543;Oluf Victor Nielsen;Oluf Victor Nielsen;O. V. Nielsen;FALSE;fuldmægtig;0;TRUE;1926;finansministeriet;FALSE
6544;H. A. Olsen;H. A. Olsen;H. A. Olsen;TRUE;kontorchef;1;TRUE;1926;finansministeriet;TRUE
6545;Niels Jørgen Ove Andersen;Niels Jørgen Ove Andersen;N. J. O. Andersen;FALSE;fuldmægtig;0;TRUE;1926;finansministeriet;FALSE
6546;Jens Carl Nielsen Toftegaard;Jens Carl Nielsen Toftegaard;J. C. N. Toftegaard;FALSE;fuldmægtig;0;TRUE;1926;finansministeriet;FALSE
6547;A. C. Johnsen;A. C. Johnsen;A. C. Johnsen;TRUE;kontorchef;1;TRUE;1926;finansministeriet;TRUE
6548;Lauritz Christian Petersen;Lauritz Christian Petersen;L. C. Petersen;FALSE;kontorchef;1;TRUE;1926;finansministeriet;TRUE
6549;Poul Rasmus Grønvold;Poul Rasmus Grønvold;P. R. Grønvold;FALSE;fuldmægtig;0;TRUE;1926;finansministeriet;FALSE
6550;J. V. Schou-Nielsen;J. V. Schou-Nielsen;J. V. Schou-Nielsen;TRUE;kontorchef;1;TRUE;1926;finansministeriet;TRUE
6551;A. M.Koefoed;A. M. Koefoed;A. M. Koefoed;TRUE;departementschef;2;TRUE;1926;finansministeriet;TRUE
6552;Hans Niels Skade;Hans Niels Skade;H. N. Skade;FALSE;fuldmægtig;0;FALSE;1926;finansministeriet;FALSE
6553;Kristen Jørgen Kristensen;Kristen Jørgen Kristensen;K. J. Kristensen;FALSE;fuldmægtig;0;FALSE;1926;finansministeriet;FALSE
6554;Harald Høst,;Harald Høst;H. Høst;FALSE;fuldmægtig;0;FALSE;1926;finansministeriet;FALSE
6555;Christian Otto Svend Olsen;Christian Otto Svend Olsen;C. O. S. Olsen;FALSE;fuldmægtig;0;FALSE;1926;finansministeriet;FALSE
6556;Meta Kirstine Hansen;Meta Kirstine Hansen;M. K. Hansen;FALSE;fuldmægtig;0;FALSE;1926;finansministeriet;FALSE
6557;Johan Vilhelm Elberling;Johan Vilhelm Elberling;J. V. Elberling;FALSE;fuldmægtig;0;FALSE;1926;finansministeriet;FALSE
6558;Svend Rode,;Svend Rode;S. Rode;FALSE;fuldmægtig;0;FALSE;1926;finansministeriet;FALSE
6559;V. C. Christensen;V. C. Christensen;V. C. Christensen;TRUE;fuldmægtig;1;FALSE;1926;finansministeriet;TRUE
6560;Hans Clausen Jensen Nybølle,;Hans Clausen Jensen Nybølle;H. C. J. Nybølle;FALSE;kontorchef;0;FALSE;1926;finansministeriet;FALSE
6561;Ove Brandt Kofoed;Ove Brandt Kofoed;O. B. Kofoed;FALSE;kontorchef;0;FALSE;1926;finansministeriet;FALSE
6562;E. D. Cohn;E. D. Cohn;E. D. Cohn;TRUE;kontorchef;1;FALSE;1926;finansministeriet;TRUE
6563;A. L. O. Jensen;A. L. O. Jensen;A. L. O. Jensen;TRUE;departementschef;2;FALSE;1926;finansministeriet;TRUE
6564;CarlWilliam Søren Ivar Jensen;Carl William Søren Ivar Jensen;C. W. S. I. Jensen;FALSE;fuldmægtig;0;TRUE;1919;landbrugsministeriet;FALSE
6565;P. L. H. Jørgensen;P. L. H. Jørgensen;P. L. H. Jørgensen;TRUE;fuldmægtig;1;TRUE;1919;landbrugsministeriet;TRUE
6566;W. G. D. F. Richter;W. G. D. F. Richter;W. G. D. F. Richter;TRUE;kontorchef;1;TRUE;1919;landbrugsministeriet;TRUE
6567;Albert Herman Eli Frederik Hermansen;Albert Herman Eli Frederik Hermansen;A. H. E. F. Hermansen;FALSE;fuldmægtig;0;TRUE;1919;landbrugsministeriet;FALSE
6568;Frederik Ditlev Møller,;Frederik Ditlev Møller;F. D. Møller;FALSE;fuldmægtig;0;TRUE;1919;landbrugsministeriet;FALSE
6569;Carl Christian Dideriksen;Carl Christian Dideriksen;C. C. Dideriksen;FALSE;fuldmægtig;0;TRUE;1919;landbrugsministeriet;FALSE
6570;Chr. Budtz Hald,;Chr. Budtz Hald;Chr. B. Hald;TRUE;fuldmægtig;0;TRUE;1919;landbrugsministeriet;FALSE
6571;J. C. Preis;J. C. Preis;J. C. Preis;TRUE;kontorchef;1;TRUE;1919;landbrugsministeriet;TRUE
6572;Julius Washington Wilcke;Julius Washington Wilcke;J. W. Wilcke;FALSE;fuldmægtig;0;TRUE;1919;landbrugsministeriet;FALSE
6573;Georg Holger Waag;Georg Holger Waag;G. H. Waag;FALSE;fuldmægtig;0;TRUE;1919;landbrugsministeriet;FALSE
6574;Frederik Christian Sophus Greve Danneskjold-Sam-søe;Frederik Christian Sophus Greve Danneskjold-Samsøe;F. C. S. G. Danneskjold-Samsøe;FALSE;fuldmægtig;0;TRUE;1919;landbrugsministeriet;FALSE
6575;Viggo Helsted;Viggo Helsted;V. Helsted;FALSE;kontorchef;1;TRUE;1919;landbrugsministeriet;TRUE
6576;L. P. Larsen;L. P. Larsen;L. P. Larsen;TRUE;kontorchef;1;TRUE;1919;landbrugsministeriet;TRUE
6577;H. C. O. Gram;H. C. O. Gram;H. C. O. Gram;TRUE;kontorchef;1;TRUE;1919;landbrugsministeriet;TRUE
6578;L. E. Wulff;L. E. Wulff;L. E. Wulff;TRUE;departementschef;1;TRUE;1919;landbrugsministeriet;TRUE
6579;C. A. Møller,;C. A. Møller;C. A. Møller;TRUE;fuldmægtig;0;TRUE;1923;kultusministeriet;FALSE
6580;Cai Ditlev Heger mann-Lindener one;Cai Ditlev Hegermann-Lindenerone;C. D. Hegermann-Lindenerone;FALSE;fuldmægtig;2;TRUE;1923;kultusministeriet;TRUE
6581;A. I. T. Barfo;A. I. T. Barfo;A. I. T. Barfo;TRUE;kontorchef;1;TRUE;1923;kultusministeriet;TRUE
6582;K. Glahn*;K. Glahn;K. Glahn;TRUE;departementschef;1;TRUE;1923;kultusministeriet;TRUE
6583;V K. Holbøll;V. K. Holbøll;V. K. Holbøll;TRUE;departementschef;1;TRUE;1923;kultusministeriet;TRUE
6584;O. S. D. Fenger;O. S. D. Fenger;O. S. D. Fenger;TRUE;fuldmægtig;1;TRUE;1923;kultusministeriet;TRUE
6585;E. Koch;E. Koch;E. Koch;TRUE;kontorchef;1;TRUE;1923;kultusministeriet;TRUE
6586;Kai Paludan-Müller;Kai Paludan-Müller;K. Paludan-Müller;FALSE;fuldmægtig;0;TRUE;1923;kultusministeriet;FALSE
6587;C. F. A. H. Graae;C. F. A. H. Graae;C. F. A. H. Graae;TRUE;kontorchef;1;TRUE;1923;kultusministeriet;TRUE
6588;V. Aagesen;V. Aagesen;V. Aagesen;TRUE;departementschef;1;TRUE;1923;kultusministeriet;TRUE
6589;Frederik Theodor Martin Mortensen;Frederik Theodor Martin Mortensen;F. T. M. Mortensen;FALSE;fuldmægtig;0;TRUE;1894;indenrigsministeriet;FALSE
6590;Louis Emil Wulff,;Louis Emil Wulff;L. E. Wulff;FALSE;fuldmægtig;0;TRUE;1894;indenrigsministeriet;FALSE
6591;Vilhelm Bardenfleth,;Vilhelm Bardenfleth;V. Bardenfleth;FALSE;fuldmægtig;0;TRUE;1894;indenrigsministeriet;FALSE
6592;Knud Sehested,;Knud Sehested;K. Sehested;FALSE;kontorchef;0;TRUE;1894;indenrigsministeriet;FALSE
6593;P. C. Nørgaard;P. C. Nørgaard;P. C. Nørgaard;TRUE;departementschef;2;TRUE;1894;indenrigsministeriet;TRUE
6594;Jørgen Erik Frederik Mørup;Jørgen Erik Frederik Mørup;J. E. F. Mørup;FALSE;fuldmægtig;0;TRUE;1894;indenrigsministeriet;FALSE
6595;P. G. T. Birk;P. G. T. Birk;P. G. T. Birk;TRUE;kontorchef;1;TRUE;1894;indenrigsministeriet;TRUE
6596;Gustav Hakon Valdemar Feddersen;Gustav Hakon Valdemar Feddersen;G. H. V. Feddersen;FALSE;fuldmægtig;0;TRUE;1894;indenrigsministeriet;FALSE
6597;Anton Wilhelm Heinrich Groothoff,;Anton Wilhelm Heinrich Groothoff;A. W. H. Groothoff;FALSE;fuldmægtig;0;TRUE;1894;indenrigsministeriet;FALSE
6598;Louis Joseph Fleron,;Louis Joseph Fleron;L. J. Fleron;FALSE;kontorchef;0;TRUE;1894;indenrigsministeriet;FALSE
6599;Peter Daniel Swane,;Peter Daniel Swane;P. D. Swane;FALSE;fuldmægtig;0;TRUE;1894;indenrigsministeriet;FALSE
6600;Frederik Lindam Gotfred de Dompierre de Jonquière;Frederik Lindam Gotfred de Dompierre de Jonquière;F. L. G. d. D. d. Jonquière;FALSE;fuldmægtig;0;TRUE;1894;indenrigsministeriet;FALSE
6601;P. F. Schou ;P. F. Schou;P. F. Schou;TRUE;kontorchef;1;TRUE;1894;indenrigsministeriet;TRUE
6602;H. E. Hørring;H. E. Hørring;H. E. Hørring;TRUE;departementschef;2;TRUE;1894;indenrigsministeriet;TRUE
6603;Eiler Sigurd Sand,;Eiler Sigurd Sand;E. S. Sand;FALSE;fuldmægtig;0;TRUE;1923;indenrigsministeriet;FALSE
6604;M. V. IC Wulff, f.;M. V. IC Wulff, f.;M. V. I. Wulff;TRUE;fuldmægtig;0;TRUE;1923;indenrigsministeriet;FALSE
6605;Chr. Hang en-Johansen ;Chr. Haugen-Johansen;Chr. Haugen-Johansen;TRUE;kontorchef;1;TRUE;1923;indenrigsministeriet;TRUE
6606;Henrik Stampe de Jonquières;Henrik Stampe de Jonquières;H. S. d. Jonquières;FALSE;fuldmægtig;0;TRUE;1923;indenrigsministeriet;FALSE
6607;Jorgen Alexander Adam Berner;Jorgen Alexander Adam Berner;J. A. A. Berner;FALSE;fuldmægtig;0;TRUE;1923;indenrigsministeriet;FALSE
6608;J. IC Bülow;J. IC Bülow;J. I. Bülow;TRUE;kontorchef;1;TRUE;1923;indenrigsministeriet;TRUE
6609;H. A. S. Vedel;H. A. S. Vedel;H. A. S. Vedel;TRUE;departementschef;1;TRUE;1923;indenrigsministeriet;TRUE
6610;Erik Dreyer;Erik Dreyer;E. Dreyer;FALSE;fuldmægtig;0;TRUE;1923;indenrigsministeriet;FALSE
6611;Laurits Ploug Borberg,;Laurits Ploug Borberg;L. P. Borberg;FALSE;fuldmægtig;0;TRUE;1923;indenrigsministeriet;FALSE
6612;B. Lassen;B. Lassen;B. Lassen;TRUE;kontorchef;1;TRUE;1923;indenrigsministeriet;TRUE
6613;Kay Ulrich,;Kay Ulrich;K. Ulrich;FALSE;fuldmægtig;0;TRUE;1923;indenrigsministeriet;FALSE
6614;August Johannes Theodor Sonne;August Johannes Theodor Sonne;A. J. T. Sonne;FALSE;fuldmægtig;0;TRUE;1923;indenrigsministeriet;FALSE
6615;Vilhelm Topsøe,;Vilhelm Topsøe;V. Topsøe;FALSE;fuldmægtig;0;TRUE;1923;indenrigsministeriet;FALSE
6616;V Hvidt;V. Hvidt;V. Hvidt;TRUE;kontorchef;1;TRUE;1923;indenrigsministeriet;TRUE
6617;F. C. Martensen-Larsen;F. C. Martensen-Larsen;F. C. Martensen-Larsen;TRUE;departementschef;1;TRUE;1923;indenrigsministeriet;TRUE
6618;Aage Axel Helper;Aage Axel Helper;A. A. Helper;FALSE;fuldmægtig;0;TRUE;1918;handelsministeriet;FALSE
6619;S. Tetens,;S. Tetens;S. Tetens;TRUE;fuldmægtig;0;TRUE;1918;handelsministeriet;FALSE
6620;G. A. Arendrup;G. A. Arendrup;G. A. Arendrup;TRUE;fuldmægtig;1;TRUE;1918;handelsministeriet;TRUE
6621;Jacob Emil Andreas Krogh,;Jacob Emil Andreas Krogh;J. E. A. Krogh;FALSE;kontorchef;0;TRUE;1918;handelsministeriet;FALSE
6622;P. Herschend;P. Herschend;P. Herschend;TRUE;kontorchef;1;TRUE;1918;handelsministeriet;TRUE
6623;G. Busck-Nielsen;G. Busck-Nielsen;G. Busck-Nielsen;TRUE;departementschef;0;TRUE;1918;handelsministeriet;FALSE
6624;Peter Daniel Swane,;Peter Daniel Swane;P. D. Swane;FALSE;fuldmægtig;0;TRUE;1890;indenrigsministeriet;FALSE
6625;Vilhelm Bardenfleth;Vilhelm Bardenfleth;V. Bardenfleth;FALSE;fuldmægtig;0;TRUE;1890;indenrigsministeriet;FALSE
6626;Vilhelm Peter Greve Schulin,;Vilhelm Peter Greve Schulin;V. P. G. Schulin;FALSE;fuldmægtig;0;TRUE;1890;indenrigsministeriet;FALSE
6627;M. J. Jacoby;M. J. Jacoby;M. J. Jacoby;TRUE;kontorchef;2;TRUE;1890;indenrigsministeriet;TRUE
6628;P.C. Nørgaard ;P. C. Nørgaard;P. C. Nørgaard;TRUE;departementschef;2;TRUE;1890;indenrigsministeriet;TRUE
6629;O. A. Bøgh;O. A. Bøgh;O. A. Bøgh;TRUE;fuldmægtig;1;TRUE;1890;indenrigsministeriet;TRUE
6630;P. G. T. Birk;P. G. T. Birk;P. G. T. Birk;TRUE;kontorchef;1;TRUE;1890;indenrigsministeriet;TRUE
6631;Knud Sehested;Knud Sehested;K. Sehested;FALSE;fuldmægtig;0;TRUE;1890;indenrigsministeriet;FALSE
6632;Louis Joseph Fleron,;Louis Joseph Fleron;L. J. Fleron;FALSE;fuldmægtig;0;TRUE;1890;indenrigsministeriet;FALSE
6633;H. M. F. V. S. H. Damkier;H. M. F. V. S. H. Damkier;H. M. F. V. S. H. Damkier;TRUE;kontorchef;1;TRUE;1890;indenrigsministeriet;TRUE
6634;Anton Vilhelm Heinrich Groothoff;Anton Vilhelm Heinrich Groothoff;A. V. H. Groothoff;FALSE;fuldmægtig;0;TRUE;1890;indenrigsministeriet;FALSE
6635;J. H. Ahnfeldt;J. H. Ahnfeldt;J. H. Ahnfeldt;TRUE;fuldmægtig;2;TRUE;1890;indenrigsministeriet;TRUE
6636;P. F. Schou;P. F. Schou;P. F. Schou;TRUE;kontorchef;1;TRUE;1890;indenrigsministeriet;TRUE
6637;H. E. Hørring;H. E. Hørring;H. E. Hørring;TRUE;departementschef;2;TRUE;1890;indenrigsministeriet;TRUE
6638;Aage Henry Kristian Knudsen;Aage Henry Kristian Knudsen;A. H. K. Knudsen;FALSE;fuldmægtig;0;FALSE;1925;indenrigsministeriet;FALSE
6639;A. P. Olsen;A. P. Olsen;A. P. Olsen;TRUE;kontorchef;1;FALSE;1925;indenrigsministeriet;TRUE
6640;J. Daugaard-Jensen;J. Daugaard-Jensen;J. Daugaard-Jensen;TRUE;departementschef;1;FALSE;1925;indenrigsministeriet;TRUE
6641;Eiler Sigitrd Sand;Eiler Sigurd Sand;E. S. Sand;FALSE;fuldmægtig;0;TRUE;1925;indenrigsministeriet;FALSE
6642;M. V. K. Wulf;M. V. K. Wulf;M. V. K. Wulf;TRUE;fuldmægtig;1;TRUE;1925;indenrigsministeriet;TRUE
6643;C. Haugen-Johansen;C. Haugen-Johansen;C. Haugen-Johansen;TRUE;kontorchef;1;TRUE;1925;indenrigsministeriet;TRUE
6644;Peter Ryyd;Peter Ryyd;P. Ryyd;FALSE;fuldmægtig;0;TRUE;1925;indenrigsministeriet;FALSE
6645;Poul Alfred Andersen,;Poul Alfred Andersen;P. A. Andersen;FALSE;fuldmægtig;0;TRUE;1925;indenrigsministeriet;FALSE
6646;R. Lassen;R. Lassen;R. Lassen;TRUE;kontorchef;1;TRUE;1925;indenrigsministeriet;TRUE
6647;Aage Finsen;Aage Finsen;A. Finsen;FALSE;fuldmægtig;0;TRUE;1925;indenrigsministeriet;FALSE
6648;Kay Ulrich;Kay Ulrich;K. Ulrich;FALSE;fuldmægtig;0;TRUE;1925;indenrigsministeriet;FALSE
6649;V. Topsøe;V. Topsøe;V. Topsøe;TRUE;fuldmægtig;1;TRUE;1925;indenrigsministeriet;TRUE
6650;V. Hvidt;V. Hvidt;V. Hvidt;TRUE;kontorchef;1;TRUE;1925;indenrigsministeriet;TRUE
6651;F. C. Martensen-Larsen;F. C. Martensen-Larsen;F. C. Martensen-Larsen;TRUE;departementschef;1;TRUE;1925;indenrigsministeriet;TRUE
6652;Je n s Peter P e t e rs e n ,;Jens Peter Petersen;J. P. Petersen;FALSE;fuldmægtig;0;FALSE;1859;indenrigsministeriet;FALSE
6653;Je n s Andreas A a g ä a r d ,;Jens Andreas Aagaard;J. A. Aagaard;FALSE;kontorchef;0;FALSE;1859;indenrigsministeriet;FALSE
6654;Christian Herman B l o m ,;Christian Herman Blom;C. H. Blom;FALSE;fuldmægtig;0;FALSE;1859;indenrigsministeriet;FALSE
6655;W . v. H a l l i n g,^;W. v. Halling;W. v. Halling;TRUE;fuldmægtig;0;FALSE;1859;indenrigsministeriet;FALSE
6656;Frederik B e r g ,;Frederik Berg;F. Berg;FALSE;kontorchef;0;FALSE;1859;indenrigsministeriet;FALSE
