id;no_need;name;abbreviated_name;is_abbreviated;position;n_honor;is_department;year;ministry;royal_honor
2203;Knud Erik Poul Korst;Knud Erik Poul Korst;K. E. P. Korst;FALSE;fuldmægtig;0;FALSE;1932;finansministeriet;FALSE
2204;Johan Vilhelm Elberling;Johan Vilhelm Elberling;J. V. Elberling;FALSE;fuldmægtig;1;FALSE;1932;finansministeriet;TRUE
2205;Svend Rode,;Svend Rode;S. Rode;FALSE;fuldmægtig;0;FALSE;1932;finansministeriet;FALSE
2206;N. C. Christensen;N. C. Christensen;N. C. Christensen;TRUE;fuldmægtig;1;FALSE;1932;finansministeriet;TRUE
2207;Hans Niels Skade,;Hans Niels Skade;H. N. Skade;FALSE;fuldmægtig;0;FALSE;1932;finansministeriet;FALSE
2208;Harald Høst;Harald Høst;H. Høst;FALSE;fuldmægtig;0;FALSE;1932;finansministeriet;FALSE
2209;Christian Otto Svend Olsen;Christian Otto Svend Olsen;C. O. S. Olsen;FALSE;fuldmægtig;0;FALSE;1932;finansministeriet;FALSE
2210;Hans Clausen Jensen Nybølle;Hans Clausen Jensen Nybølle;H. C. J. Nybølle;FALSE;kontorchef;0;FALSE;1932;finansministeriet;FALSE
2211;O. B. Kofoed;O. B. Kofoed;O. B. Kofoed;TRUE;kontorchef;1;FALSE;1932;finansministeriet;TRUE
2212;E.D. Cohn;E. D. Cohn;E. D. Cohn;TRUE;kontorchef;2;FALSE;1932;finansministeriet;TRUE
2213;A. L. O. Jensen;A. L. O. Jensen;A. L. O. Jensen;TRUE;departementschef;2;FALSE;1932;finansministeriet;TRUE
2214;Svend Wilhelm Giødesen,;Svend Wilhelm Giødesen;S. W. Giødesen;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2215;Eyvind Stæger,;Eyvind Stæger;E. Stæger;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2216;P.W.Muller;P. W. Muller;P. W. Muller;TRUE;kontorchef;1;TRUE;1932;finansministeriet;TRUE
2217;Johan Henrik Rønnenkamp Maës;Johan Henrik Rønnenkamp Maës;J. H. R. Maës;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2218;Poul Georg Kretz;Poul Georg Kretz;P. G. Kretz;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2219;Harald Thorvald Hornbech;Harald Thorvald Hornbech;H. T. Hornbech;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2220;Valdemar Emil Martin Lebel;Valdemar Emil Martin Lebel;V. E. M. Lebel;FALSE;kontorchef;0;TRUE;1932;finansministeriet;FALSE
2221;H. P.Bjarne;H. P. Bjarne;H. P. Bjarne;TRUE;kontorchef;1;TRUE;1932;finansministeriet;TRUE
2222;Fru Margrethe Oluffa Wentzel,;Fru Margrethe Oluffa Wentzel;F. M. O. Wentzel;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2223;A.M. Thorkilsen;A. M. Thorkilsen;A. M. Thorkilsen;TRUE;kontorchef;1;TRUE;1932;finansministeriet;TRUE
2224;Andreas Flensborg Brødsgaard;Andreas Flensborg Brødsgaard;A. F. Brødsgaard;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2225;Thomas Adolf Jensen,;Thomas Adolf Jensen;T. A. Jensen;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2226;Niels Christian Lerche,;Niels Christian Lerche;N. C. Lerche;FALSE;kontorchef;0;TRUE;1932;finansministeriet;FALSE
2227;Erik Dominicus Honum;Erik Dominicus Honum;E. D. Honum;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2228;Wilhelm Baron Knuth,;Wilhelm Baron Knuth;W. B. Knuth;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2229;KnudWilliamDraskau;Knud William Draskau;K. W. Draskau;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2230;C. Holmdal;C. Holmdal;C. Holmdal;TRUE;kontorchef;1;TRUE;1932;finansministeriet;TRUE
2231;J. J. E. Schaarup;J. J. E. Schaarup;J. J. E. Schaarup;TRUE;departementschef;1;TRUE;1932;finansministeriet;TRUE
2232;P. C. M. Fjeldberg.;P. C. M. Fjeldberg;P. C. M. Fjeldberg;TRUE;fuldmægtig;1;FALSE;1932;finansministeriet;TRUE
2233;Carl Godt Fred Skjerne.;Carl Godt Fred Skjerne;C. G. F. Skjerne;FALSE;kontorchef;1;TRUE;1932;finansministeriet;TRUE
2234;Johannes Dybdal,;Johannes Dybdal;J. Dybdal;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2235;Frederik Henrik Eibe;Frederik Henrik Eibe;F. H. Eibe;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2236;A. V. Meyer;A. V. Meyer;A. V. Meyer;TRUE;kontorchef;1;TRUE;1932;finansministeriet;TRUE
2237;Rasmus Carlo Marius Madsen;Rasmus Carlo Marius Madsen;R. C. M. Madsen;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2238;Frk. Inge Margrethe Thygesen Jensen,;Frk. Inge Margrethe Thygesen Jensen;F. I. M. T. Jensen;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2239;Kai Loztis Koss Soldenfeldt;Kai Loztis Koss Soldenfeldt;K. L. K. Soldenfeldt;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2240;Otto FrederikDresling;Otto Frederik Dresling;O. F. Dresling;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2241;F. C. E. Thrane;F. C. E. Thrane;F. C. E. Thrane;TRUE;kontorchef;1;TRUE;1932;finansministeriet;TRUE
2242;Jørgen Albert Andreas Andersen;Jørgen Albert Andreas Andersen;J. A. A. Andersen;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2243;Adam Frederik Hauch,;Adam Frederik Hauch;A. F. Hauch;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2244;Erik Imanuel Harboe;Erik Imanuel Harboe;E. I. Harboe;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2245;Chr.MeldgaardChristiansen;Chr. Meldgaard Christiansen;C. M. Christiansen;FALSE;kontorchef;0;TRUE;1932;finansministeriet;FALSE
2246;V.N.E.V Busch;V. N. E. V. Busch;V. N. E. V. Busch;TRUE;fuldmægtig;1;TRUE;1932;finansministeriet;TRUE
2247;AlfHoveTorp-Pedersen;Alf Hove Torp-Pedersen;A. H. Torp-Pedersen;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2248;V. E. Thalbitzer;V. E. Thalbitzer;V. E. Thalbitzer;TRUE;kontorchef;1;TRUE;1932;finansministeriet;TRUE
2249;Carl GustavEugen Cederholm;Carl Gustav Eugen Cederholm;C. G. E. Cederholm;FALSE;fuldmægtig;0;TRUE;1932;finansministeriet;FALSE
2250;A. A. E. Sachs;A. A. E. Sachs;A. A. E. Sachs;TRUE;fuldmægtig;2;TRUE;1932;finansministeriet;TRUE
2251;E. E. Lange;E. E. Lange;E. E. Lange;TRUE;kontorchef;1;TRUE;1932;finansministeriet;TRUE
2252;K. H. Kofoed;K. H. Kofoed;K. H. Kofoed;TRUE;departementschef;1;TRUE;1932;finansministeriet;TRUE
2253;Andreas Peter Seidelin;Andreas Peter Seidelin;A. P. Seidelin;FALSE;fuldmægtig;0;TRUE;1905;kultusministeriet;FALSE
2254;F. J. G.W.Stemann;F. J. G. W. Stemann;F. J. G. W. Stemann;TRUE;kontorchef;1;TRUE;1905;kultusministeriet;TRUE
2255;Karl Adolf Goo;Karl Adolf Goo;K. A. Goo;FALSE;fuldmægtig;0;TRUE;1905;kultusministeriet;FALSE
2256;Viggo Aagesen;Viggo Aagesen;V. Aagesen;FALSE;fuldmægtig;0;TRUE;1905;kultusministeriet;FALSE
2257;A. P. Weis;A. P. Weis;A. P. Weis;TRUE;kontorchef;1;TRUE;1905;kultusministeriet;TRUE
2258;A. F Asmussen;A. F. Asmussen;A. F. Asmussen;TRUE;departementschef;1;TRUE;1905;kultusministeriet;TRUE
2259;Aage Jensen Rudbeck;Aage Jensen Rudbeck;A. J. Rudbeck;FALSE;fuldmægtig;0;TRUE;1905;kultusministeriet;FALSE
2260;Hotlier Ploug,;Hotlier Ploug;H. Ploug;FALSE;fuldmægtig;0;TRUE;1905;kultusministeriet;FALSE
2261;O. Damkier;O. Damkier;O. Damkier;TRUE;kontorchef;1;TRUE;1905;kultusministeriet;TRUE
2262;C. C. Holm;C. C. Holm;C. C. Holm;TRUE;departementschef;1;TRUE;1905;kultusministeriet;TRUE
2263;Joachim Godske Baron Wedell=Wedellsbor;Joachim Godske Baron Wedell Wedellsbor;J. G. B. Wedellsbor;FALSE;fuldmægtig;0;TRUE;1897;indenrigsministeriet;FALSE
2264;Ernst Christopher Lorentz Drechsel,;Ernst Christopher Lorentz Drechsel;E. C. L. Drechsel;FALSE;fuldmægtig;0;TRUE;1897;indenrigsministeriet;FALSE
2265;Johan Laurents Wedel,;Johan Laurents Wedel;J. L. Wedel;FALSE;fuldmægtig;0;TRUE;1897;indenrigsministeriet;FALSE
2266;Frederik Theodor Martin Mortensen,;Frederik Theodor Martin Mortensen;F. T. M. Mortensen;FALSE;kontorchef;0;TRUE;1897;indenrigsministeriet;FALSE
2267;P. C. Nørgaard;P. C. Nørgaard;P. C. Nørgaard;TRUE;departementschef;2;TRUE;1897;indenrigsministeriet;TRUE
2268;. N. M. A. Krieger;N. M. A. Krieger;N. M. A. Krieger;TRUE;fuldmægtig;1;TRUE;1897;indenrigsministeriet;TRUE
2269;Theodor Dybdal;Theodor Dybdal;T. Dybdal;FALSE;fuldmægtig;1;TRUE;1897;indenrigsministeriet;TRUE
2270;Johan Georg Frederik Bornemann;Johan Georg Frederik Bornemann;J. G. F. Bornemann;FALSE;fuldmægtig;0;TRUE;1897;indenrigsministeriet;FALSE
2271;P. F. Schou ;P. F. Schou;P. F. Schou;TRUE;kontorchef;1;TRUE;1897;indenrigsministeriet;TRUE
2272;F. L. G. de Jonquiéres;F. L. G. de Jonquiéres;F. L. G. d. Jonquiéres;TRUE;departementschef;1;TRUE;1897;indenrigsministeriet;TRUE
2273;Hans Henrik Gjødvad;Hans Henrik Gjødvad;H. H. Gjødvad;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2274;Johannes Peter Theodor Langgaard,;Johannes Peter Theodor Langgaard;J. P. T. Langgaard;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2275;T. V. Boesen;T. V. Boesen;T. V. Boesen;TRUE;kontorchef;1;FALSE;1895;finansministeriet;TRUE
2276;Carl Smidth,;Carl Smidth;C. Smidth;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2277;Ditlev Georg Ludvig Lindberg;Ditlev Georg Ludvig Lindberg;D. G. L. Lindberg;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2278;Carl Jacob Hertel Riise;Carl Jacob Hertel Riise;C. J. H. Riise;FALSE;kontorchef;0;FALSE;1895;finansministeriet;FALSE
2279;Carl Frederik Lassen;Carl Frederik Lassen;C. F. Lassen;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2280;Valdemar Lannes Arthur Achille Hatting;Valdemar Lannes Arthur Achille Hatting;V. L. A. A. Hatting;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2281;C. F. Koefoed;C. F. Koefoed;C. F. Koefoed;TRUE;kontorchef;1;FALSE;1895;finansministeriet;TRUE
2282;A. C. Schmidt;A. C. Schmidt;A. C. Schmidt;TRUE;departementschef;2;FALSE;1895;finansministeriet;TRUE
2283;August Erik Mortensen,;August Erik Mortensen;A. E. Mortensen;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2284;A. M. Madsen;A. M. Madsen;A. M. Madsen;TRUE;kontorchef;1;FALSE;1895;finansministeriet;TRUE
2285;Jochum Hansen Grub;Jochum Hansen Grub;J. H. Grub;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2286;Ernst Marinus Jensen;Ernst Marinus Jensen;E. M. Jensen;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2287;Niels Peter Høyer;Niels Peter Høyer;N. P. Høyer;FALSE;kontorchef;0;FALSE;1895;finansministeriet;FALSE
2288;Lauritz Sophus Emil Hansen;Lauritz Sophus Emil Hansen;L. S. E. Hansen;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2289;Oscar Frederik Jansen;Oscar Frederik Jansen;O. F. Jansen;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2290;Peter Høgh,;Peter Høgh;P. Høgh;FALSE;kontorchef;0;FALSE;1895;finansministeriet;FALSE
2291;Jürgen Bruun Jürgensen;Jürgen Bruun Jürgensen;J. B. Jürgensen;FALSE;kontorchef;0;FALSE;1895;finansministeriet;FALSE
2292;Carl Johan von Weste;Carl Johan von Weste;C. J. v. Weste;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2293;Axel Urne;Axel Urne;A. Urne;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2294;F. F. Nielsen;F. F. Nielsen;F. F. Nielsen;TRUE;kontorchef;1;FALSE;1895;finansministeriet;TRUE
2295;J. P. ele Sage de Fontenay ;J. P. ele Sage de Fontenay;J. P. e. S. d. Fontenay;FALSE;departementschef;1;FALSE;1895;finansministeriet;TRUE
2296;Georg Arnoldus Gustav Lind,;Georg Arnoldus Gustav Lind;G. A. G. Lind;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2297;Johannes Balthazar Gebhard Obelit;Johannes Balthazar Gebhard Obelit;J. B. G. Obelit;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2298;P. R. Spliid;P. R. Spliid;P. R. Spliid;TRUE;kontorchef;1;FALSE;1895;finansministeriet;TRUE
2299;Christen Pram Gad;Christen Pram Gad;C. P. Gad;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2300;Henrik Adolph Madsen;Henrik Adolph Madsen;H. A. Madsen;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2301;N. L. Carstensen;N. L. Carstensen;N. L. Carstensen;TRUE;kontorchef;1;FALSE;1895;finansministeriet;TRUE
2302;Vilhelm Marcel Benzon Bang;Vilhelm Marcel Benzon Bang;V. M. B. Bang;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2303;Ludvig Christian Engelbrecht Jacobsen;Ludvig Christian Engelbrecht Jacobsen;L. C. E. Jacobsen;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2304;O. C. S. Schmidt;O. C. S. Schmidt;O. C. S. Schmidt;TRUE;kontorchef;1;FALSE;1895;finansministeriet;TRUE
2305;Hans Jarl Balduin Knudsen;Hans Jarl Balduin Knudsen;H. J. B. Knudsen;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2306;Niels Emil Lange;Niels Emil Lange;N. E. Lange;FALSE;fuldmægtig;1;FALSE;1895;finansministeriet;TRUE
2307;F. S. Gyldendal;F. S. Gyldendal;F. S. Gyldendal;TRUE;kontorchef;1;FALSE;1895;finansministeriet;TRUE
2308;C. E. T. Hansen;C. E. T. Hansen;C. E. T. Hansen;TRUE;departementschef;1;FALSE;1895;finansministeriet;TRUE
2309;Henrik Ferdinand Lund;Henrik Ferdinand Lund;H. F. Lund;FALSE;fuldmægtig;0;FALSE;1895;finansministeriet;FALSE
2310;K. A. Bregendahl;K. A. Bregendahl;K. A. Bregendahl;TRUE;fuldmægtig;1;FALSE;1895;finansministeriet;TRUE
2311;I. M. E. C. v. Gad;I. M. E. C. v. Gad;I. M. E. C. v. Gad;TRUE;kontorchef;4;FALSE;1895;finansministeriet;TRUE
2312;Theodor Sophus Frederik Frølund;Theodor Sophus Frederik Frølund;T. S. F. Frølund;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2313;F. V. Lange;F. V. Lange;F. V. Lange;TRUE;kontorchef;1;TRUE;1895;finansministeriet;TRUE
2314;Matthias Otto Fries;Matthias Otto Fries;M. O. Fries;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2315;Charles Peter Theobald Zimmermann;Charles Peter Theobald Zimmermann;C. P. T. Zimmermann;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2316;Lauritz Sophus Blichfeldt,;Lauritz Sophus Blichfeldt;L. S. Blichfeldt;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2317;Christian Andreas Ring;Christian Andreas Ring;C. A. Ring;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2318;P. M. Stolpe;P. M. Stolpe;P. M. Stolpe;TRUE;kontorchef;1;TRUE;1895;finansministeriet;TRUE
2319;Valdemar Carl Frederik Bondesen;Valdemar Carl Frederik Bondesen;V. C. F. Bondesen;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2320;Heinrich Wilhelm Boldt;Heinrich Wilhelm Boldt;H. W. Boldt;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2321;P. A. Olesen;P. A. Olesen;P. A. Olesen;TRUE;kontorchef;2;TRUE;1895;finansministeriet;TRUE
2322;Elias Frederik Christian Qvortru;Elias Frederik Christian Qvortru;E. F. C. Qvortru;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2323;Thorvald Oscar Hansen;Thorvald Oscar Hansen;T. O. Hansen;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2324;Charles Ferdinand Emil Andresen;Charles Ferdinand Emil Andresen;C. F. E. Andresen;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2325;H. C. Halkier ;H. C. Halkier;H. C. Halkier;TRUE;kontorchef;1;TRUE;1895;finansministeriet;TRUE
2326;R. F. Andersen;R. F. Andersen;R. F. Andersen;TRUE;departementschef;1;TRUE;1895;finansministeriet;TRUE
2327;William Gustav Ditlev Frederik Richter;William Gustav Ditlev Frederik Richter;W. G. D. F. Richter;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2328;Heinrich Ditlev Karl Kristian Maés,;Heinrich Ditlev Karl Kristian Maés;H. D. K. K. Maés;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2329;Hans Christian Valdemar Schau,;Hans Christian Valdemar Schau;H. C. V. Schau;FALSE;kontorchef;0;TRUE;1895;finansministeriet;FALSE
2330;Peter Jacob Christian Hansen;Peter Jacob Christian Hansen;P. J. C. Hansen;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2331;Knud Peter Lauritz Müllen;Knud Peter Lauritz Müllen;K. P. L. Müllen;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2332;E. C. Greve Knuth;E. C. Greve Knuth;E. C. G. Knuth;FALSE;fuldmægtig;1;TRUE;1895;finansministeriet;TRUE
2333;A. O. G. Tuxværd;A. O. G. Tuxværd;A. O. G. Tuxværd;TRUE;kontorchef;1;TRUE;1895;finansministeriet;TRUE
2334;Christian Octavius Gemzøe,;Christian Octavius Gemzøe;C. O. Gemzøe;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2335;C. V. Bojesen;C. V. Bojesen;C. V. Bojesen;TRUE;kontorchef;1;TRUE;1895;finansministeriet;TRUE
2336;Hans Frederik Carl Steenberg;Hans Frederik Carl Steenberg;H. F. C. Steenberg;FALSE;fuldmægtig;0;TRUE;1895;finansministeriet;FALSE
2337;A. C. Schlichtkrull;A. C. Schlichtkrull;A. C. Schlichtkrull;TRUE;kontorchef;1;TRUE;1895;finansministeriet;TRUE
2338;C. A. Caroc;C. A. Caroc;C. A. Caroc;TRUE;departementschef;1;TRUE;1895;finansministeriet;TRUE
2339;Henning Sewerin Lage;Henning Sewerin Lage;H. S. Lage;FALSE;fuldmægtig;0;TRUE;1927;handelsministeriet;FALSE
2340;Niels Juel Ehrenreich Hansen,;Niels Juel Ehrenreich Hansen;N. J. E. Hansen;FALSE;fuldmægtig;0;TRUE;1927;handelsministeriet;FALSE
2341;G. A. Arendrup;G. A. Arendrup;G. A. Arendrup;TRUE;kontorchef;1;TRUE;1927;handelsministeriet;TRUE
2342;Ove Holger Nielsen,;Ove Holger Nielsen;O. H. Nielsen;FALSE;fuldmægtig;0;TRUE;1927;handelsministeriet;FALSE
2343;Ernst Greve Moltke;Ernst Greve Moltke;E. G. Moltke;FALSE;fuldmægtig;0;TRUE;1927;handelsministeriet;FALSE
2344;Jacob Emil Andreas Krogh;Jacob Emil Andreas Krogh;J. E. A. Krogh;FALSE;kontorchef;0;TRUE;1927;handelsministeriet;FALSE
2345;H. Jespersen,;H. Jespersen;H. Jespersen;TRUE;fuldmægtig;0;TRUE;1927;handelsministeriet;FALSE
2346;A. A. Helper ;A. A. Helper;A. A. Helper;TRUE;fuldmægtig;1;TRUE;1927;handelsministeriet;TRUE
2347;S. Tetens;S. Tetens;S. Tetens;TRUE;kontorchef;1;TRUE;1927;handelsministeriet;TRUE
2348;Johannes Chr. Herløv Dalhoff;Johannes Chr. Herløv Dalhoff;J. C. H. Dalhoff;FALSE;departementschef;1;TRUE;1927;handelsministeriet;TRUE
2349;Th o ro lf Valdem ar B 0e se n;Thorolf Valdemar Boesen;T. V. Boesen;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2350;Christian Frederik G e d e;Christian Frederik Gede;C. F. Gede;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2351;C . F . K r a b b e;C. F. Krabbe;C. F. Krabbe;TRUE;kontorchef;1;FALSE;1876;finansministeriet;TRUE
2352;D itlev Georg Ludvig L i n d b e r g;Ditlev Georg Ludvig Lindberg;D. G. L. Lindberg;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2353;Christian Frederik K o e f o e d;Christian Frederik Koefoed;C. F. Koefoed;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2354;Lauritz Christian B e n t z e n ,;Lauritz Christian Bentzen;L. C. Bentzen;FALSE;kontorchef;0;FALSE;1876;finansministeriet;FALSE
2355;Jo h a n Christian V a le u r F r i t z;Johan Christian Valeur Fritz;J. C. V. Fritz;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2356;C a r l Jaco b Hertel R i i s e;Carl Jacob Hertel Riise;C. J. H. Riise;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2357;H an s Henrik T h o m s e n;Hans Henrik Thomsen;H. H. Thomsen;FALSE;kontorchef;0;FALSE;1876;finansministeriet;FALSE
2358;I . Je tS m a rk;I. Jetsmark;I. Jetsmark;TRUE;departementschef;1;FALSE;1876;finansministeriet;TRUE
2359;Frederik Ferdinand N i e ls e n;Frederik Ferdinand Nielsen;F. F. Nielsen;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2360;Falck Frederik C a r l H e ilb u t h ,;Falck Frederik Carl Heilbuth;F. F. C. Heilbuth;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2361;C a r l Theodor B r u u n;Carl Theodor Bruun;C. T. Bruun;FALSE;kontorchef;0;FALSE;1876;finansministeriet;FALSE
2362;G . H . M o n r a d;G. H. Monrad;G. H. Monrad;TRUE;departementschef;2;FALSE;1876;finansministeriet;TRUE
2363;H an s Otto H in r ic h s e n;Hans Otto Hinrichsen;H. O. Hinrichsen;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2364;Alfred Helge H o ls t e in;Alfred Helge Holstein;A. H. Holstein;FALSE;fuldmægtig;1;FALSE;1876;finansministeriet;TRUE
2365;Je n s Peter B o y g e l u n d ,;Jens Peter Boygelund;J. P. Boygelund;FALSE;kontorchef;0;FALSE;1876;finansministeriet;FALSE
2366;Je n s C a r l D a h l;Jens Carl Dahl;J. C. Dahl;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2367;Anders M artin M a d s e n;Anders Martin Madsen;A. M. Madsen;FALSE;kontorchef;0;FALSE;1876;finansministeriet;FALSE
2368;Herman Amsinck W r a d s;Herman Amsinck Wrads;H. A. Wrads;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2369;Fritz M a riu s T o s t e;Fritz Marius Toste;F. M. Toste;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2370;Hernmn Jorgen B o h n;Herman Jorgen Bohn;H. J. Bohn;FALSE;kontorchef;0;FALSE;1876;finansministeriet;FALSE
2371;Christen C h r i s t - n;Christen Christen;C. Christen;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2372;Peter V ilh e lm N e e s b y e;Peter Vilhelm Neesbye;P. V. Neesbye;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2373;I . P . le S a g e de F ö n t e n a y;I. P. le Sage de Föntenay;I. P. L. S. D. Föntenay;FALSE;kontorchef;1;FALSE;1876;finansministeriet;TRUE
2374;S . H . A . W e d e;S. H. A. Wede;S. H. A. Wede;TRUE;departementschef;1;FALSE;1876;finansministeriet;TRUE
2375;M athias Peter Richter S p l i i d;Mathias Peter Richter Spliid;M. P. R. Spliid;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2376;Henrik Christian M artin K j e ld b e r g;Henrik Christian Martin Kjeldberg;H. C. M. Kjeldberg;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2377;O lu f C a r l Sig ism u n d S c h m id t ,;Oluf Carl Sigismund Schmidt;O. C. S. Schmidt;FALSE;kontorchef;0;FALSE;1876;finansministeriet;FALSE
2378;N ie ls Lorentz C a r s t e n s e n;Niels Lorentz Carstensen;N. L. Carstensen;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2379;A . K . B a n g;A. K. Bang;A. K. Bang;TRUE;kontorchef;1;FALSE;1876;finansministeriet;TRUE
2380;C a r l Christian Frederik Wilhelm W e i n b e r g;Carl Christian Frederik Wilhelm Weinberg;C. C. F. W. Weinberg;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2381;S im o n C a r l S p c e r c k ,;Simon Carl Spcerck;S. C. Spcerck;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2382;Frederik Severin G y l d e n d a l;Frederik Severin Gyldendal;F. S. Gyldendal;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2383;Valdem ar Jaco b E m il S c h o u b v e ,;Valdemar Jacob Emil Schoubve;V. J. E. Schoubve;FALSE;kontorchef;0;FALSE;1876;finansministeriet;FALSE
2384;P . T . I . B e n z o n - B u c h w a ld;P. T. I. Benzon-Buchwald;P. T. I. Benzon-Buchwald;TRUE;departementschef;1;FALSE;1876;finansministeriet;TRUE
2385;K a r l Albert B r e g e n d a h l;Karl Albert Bregendahl;K. A. Bregendahl;FALSE;fuldmægtig;0;FALSE;1876;finansministeriet;FALSE
2386;V igand Andreas F a l b e H a n s e n;Vigand Andreas Falbe Hansen;V. A. F. Hansen;FALSE;kontorchef;0;FALSE;1876;finansministeriet;FALSE
2387;Frederik V ilh e lm L a n g e ,;Frederik Vilhelm Lange;F. V. Lange;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
2388;R . F . A n d e r s e n;R. F. Andersen;R. F. Andersen;TRUE;kontorchef;1;TRUE;1876;finansministeriet;TRUE
2389;V icto r E m il C h r is t e n s e n;Victor Emil Christensen;V. E. Christensen;FALSE;fuldmægtig;0;TRUE;1876;finansministeriet;FALSE
